count,title
1,94814
1,94810
1,94805
1,94782
1,94773
1,94767
1,94766
1,94760
1,94756
1,94731
2,94725
1,94722
1,94720
1,94704
1,94698
1,94687
1,94686
2,94684
1,94681
1,94680
1,94646
1,94643
1,94618
1,94603
1,94600
1,94596
1,94588
1,94575
1,94574
1,94571
1,94568
1,94564
1,94554
1,94546
1,94537
1,94536
1,94492
2,94476
1,94461
1,94450
1,94441
1,94440
1,94436
1,94424
2,94407
1,94402
1,94399
1,94395
1,94390
2,94388
1,94385
1,94383
1,94374
1,94372
1,94365
1,94349
1,94327
1,94324
1,94322
1,94314
1,94297
1,94288
1,94285
1,94252
1,94248
1,94242
1,94229
1,94226
1,94221
1,94214
1,94193
1,94188
1,94177
1,94175
1,94158
1,94146
1,94136
1,94126
1,94124
1,94118
1,94111
1,94110
1,94107
1,94101
1,94100
2,94093
1,94090
1,94066
1,94046
1,94041
1,94027
1,94016
1,94007
1,94005
1,93995
1,93983
1,93971
1,93953
1,93932
1,93912
1,93909
1,93907
1,93906
1,93904
1,93899
1,93898
1,93875
1,93874
1,93873
1,93862
1,93845
1,93843
1,93841
1,93837
1,93807
1,93805
1,93802
1,93762
1,93761
1,93759
2,93753
1,93749
1,93744
1,93738
1,93727
1,93723
1,93715
3,93708
1,93703
1,93702
2,93690
1,93688
1,93683
1,93668
1,93663
1,93661
1,93657
2,93654
1,93653
1,93636
1,93625
1,93615
1,93599
1,93577
1,93576
1,93572
1,93568
1,93564
2,93563
1,93555
1,93550
1,93542
1,93536
2,93533
1,93526
1,93525
1,93510
1,93508
1,93501
1,93486
2,93485
1,93472
1,93471
1,93468
1,93465
1,93439
1,93437
1,93426
1,93415
1,93413
1,93409
1,93406
1,93403
1,93396
1,93385
1,93369
1,93366
1,93362
1,93361
1,93358
1,93352
1,93351
1,93348
1,93338
1,93324
1,93323
1,93320
1,93317
1,93313
1,93307
2,93297
1,93295
2,93272
1,93240
1,93234
1,93230
1,93229
1,93225
1,93217
2,93216
1,93209
1,93207
1,93200
1,93199
1,93191
1,93188
1,93176
1,93175
1,93173
1,93161
1,93154
1,93151
1,93149
1,93142
1,93140
1,93138
1,93126
1,93115
1,93113
1,93110
1,93109
1,93107
1,93105
1,93104
1,93090
1,93087
1,93085
1,93081
1,93076
1,93074
2,93071
1,93070
1,93068
1,93058
2,93049
1,93043
1,93042
1,93037
1,93034
1,93023
1,93010
1,93004
1,93002
1,92993
2,92989
1,92968
1,92965
1,92954
1,92951
1,92947
1,92944
1,92937
1,92934
1,92931
1,92927
1,92920
1,92915
1,92913
1,92909
1,92900
1,92882
2,92874
1,92870
1,92868
1,92860
1,92854
2,92838
1,92837
1,92833
1,92820
1,92801
1,92798
1,92787
1,92786
1,92785
1,92779
1,92776
1,92765
1,92764
1,92761
1,92760
1,92758
1,92757
1,92737
1,92732
1,92726
1,92725
1,92720
1,92717
1,92712
1,92709
1,92674
1,92664
1,92661
1,92654
1,92653
1,92628
2,92626
1,92625
1,92612
1,92609
1,92608
1,92604
1,92602
1,92598
1,92594
1,92591
1,92556
1,92555
1,92546
1,92542
1,92535
2,92532
1,92531
1,92527
1,92520
1,92507
1,92506
1,92505
1,92502
1,92501
1,92497
1,92495
1,92493
1,92488
1,92485
1,92481
1,92472
1,92467
1,92463
1,92455
1,92453
1,92449
1,92444
1,92427
1,92421
1,92408
1,92398
1,92392
1,92391
1,92363
1,92346
1,92344
1,92328
1,92318
1,92317
1,92311
1,92310
1,92306
1,92292
1,92289
1,92281
1,92271
1,92256
2,92255
1,92252
1,92251
1,92245
1,92232
1,92229
1,92222
1,92218
1,92210
1,92208
1,92207
1,92187
1,92184
1,92182
1,92172
2,92168
1,92167
1,92164
1,92161
1,92152
1,92140
1,92138
1,92125
2,92113
1,92106
1,92093
1,92090
1,92088
1,92084
1,92068
1,92060
1,92059
1,92047
1,92046
1,92035
1,92033
1,92028
1,92024
1,92016
1,92013
1,92012
1,92009
1,92002
2,92001
1,91988
1,91985
1,91981
1,91969
1,91964
1,91960
1,91958
1,91946
1,91939
1,91932
1,91922
1,91919
2,91918
1,91917
1,91916
1,91915
1,91914
1,91912
1,91910
2,91907
1,91905
1,91903
1,91887
1,91886
1,91884
2,91866
2,91860
1,91847
1,91835
1,91824
1,91815
1,91809
1,91801
1,91798
2,91793
1,91789
1,91786
1,91783
1,91781
1,91777
1,91770
1,91769
1,91768
1,91767
1,91751
1,91748
1,91747
1,91744
1,91743
2,91739
1,91727
1,91719
1,91701
2,91700
2,91697
1,91693
1,91691
1,91686
1,91682
1,91681
1,91680
1,91673
1,91669
1,91667
2,91655
1,91651
1,91647
1,91638
1,91637
1,91632
1,91629
1,91622
1,91619
1,91596
1,91591
1,91588
1,91586
1,91584
1,91575
1,91564
1,91559
1,91555
1,91548
1,91546
1,91533
1,91519
1,91518
1,91516
1,91512
1,91506
2,91505
1,91490
1,91486
1,91478
1,91473
1,91470
1,91469
1,91466
1,91460
1,91455
1,91442
1,91441
1,91426
1,91424
1,91420
1,91417
1,91403
1,91402
1,91399
1,91393
3,91391
1,91386
1,91383
1,91368
1,91363
1,91362
1,91354
1,91352
2,91329
1,91327
1,91326
1,91321
1,91319
1,91314
2,91307
1,91298
1,91294
1,91290
1,91287
1,91280
2,91277
1,91275
1,91273
1,91271
1,91266
1,91264
1,91248
1,91231
1,91224
1,91217
1,91209
1,91206
2,91205
1,91201
2,91198
1,91186
1,91181
1,91179
1,91173
1,91171
1,91163
1,91158
2,91142
1,91141
1,91138
1,91137
1,91134
1,91128
1,91125
1,91119
1,91118
1,91106
1,91102
1,91096
1,91091
1,91083
1,91078
2,91075
1,91074
1,91072
1,91057
1,91053
1,91037
1,91034
1,91032
1,91015
1,91000
1,90996
1,90990
1,90975
1,90974
1,90972
1,90967
1,90964
1,90963
1,90953
1,90951
2,90940
1,90928
1,90921
1,90920
1,90907
1,90903
1,90889
1,90882
1,90879
1,90872
1,90866
2,90853
2,90845
1,90839
1,90836
1,90832
1,90830
2,90827
1,90813
1,90811
1,90800
1,90797
1,90796
1,90793
1,90787
1,90781
1,90778
1,90772
1,90769
1,90756
1,90755
1,90753
1,90750
1,90741
1,90736
1,90734
1,90733
1,90729
1,90727
1,90723
2,90719
1,90708
2,90703
1,90698
1,90696
1,90692
1,90688
1,90678
1,90677
2,90667
1,90664
1,90656
2,90646
1,90632
1,90631
1,90623
1,90622
1,90614
1,90607
1,90606
1,90600
1,90599
1,90583
1,90563
1,90555
1,90551
1,90544
2,90541
1,90533
2,90532
1,90524
1,90522
1,90519
1,90515
1,90507
1,90502
1,90496
1,90495
1,90489
2,90488
1,90466
1,90459
1,90456
1,90455
1,90452
1,90450
1,90430
1,90427
1,90423
1,90420
1,90416
1,90414
2,90408
1,90400
2,90388
1,90386
1,90377
1,90376
1,90373
1,90355
1,90340
1,90327
1,90318
1,90306
1,90303
1,90299
1,90298
1,90296
1,90295
1,90282
2,90268
1,90267
1,90266
2,90265
1,90263
1,90254
1,90239
1,90236
1,90233
1,90227
1,90215
1,90213
1,90208
1,90202
1,90199
1,90197
1,90196
1,90191
1,90190
1,90185
1,90184
1,90179
1,90174
3,90170
1,90169
2,90146
1,90138
1,90128
1,90127
1,90121
1,90119
1,90117
1,90111
1,90101
3,90098
1,90097
1,90083
1,90082
1,90080
1,90071
3,90068
2,90065
1,90062
1,90053
1,90051
1,90045
1,90036
1,90027
1,90016
1,89998
1,89989
1,89966
2,89959
2,89944
1,89940
1,89933
1,89931
1,89929
1,89923
1,89919
1,89907
2,89903
1,89898
1,89892
1,89891
1,89878
2,89870
1,89866
1,89855
1,89837
1,89830
1,89829
2,89813
1,89810
2,89803
1,89802
1,89793
1,89789
1,89788
1,89784
1,89769
1,89767
1,89754
1,89751
1,89747
1,89744
1,89731
1,89720
1,89717
1,89698
1,89694
1,89688
1,89684
2,89680
1,89673
1,89672
1,89670
1,89662
1,89661
1,89654
1,89646
2,89639
1,89636
1,89633
1,89631
1,89630
1,89627
1,89625
1,89623
1,89618
1,89610
1,89605
2,89600
1,89587
1,89586
1,89579
1,89577
1,89576
2,89556
1,89547
1,89545
2,89542
1,89538
1,89537
1,89536
1,89535
1,89534
1,89532
1,89526
1,89525
1,89519
1,89516
1,89509
1,89507
1,89506
1,89494
1,89477
1,89464
1,89462
1,89459
1,89450
1,89448
1,89446
1,89445
1,89435
1,89423
1,89408
1,89406
1,89395
1,89389
1,89384
1,89379
1,89375
1,89374
1,89373
2,89360
1,89348
1,89343
1,89337
1,89330
1,89324
1,89317
1,89315
3,89314
1,89311
1,89305
2,89304
1,89302
1,89297
1,89289
1,89284
1,89283
1,89280
1,89279
1,89274
1,89272
1,89271
1,89269
1,89262
2,89251
1,89249
2,89241
1,89234
1,89233
1,89230
1,89229
1,89227
1,89222
1,89220
1,89216
2,89214
1,89209
1,89207
2,89204
1,89199
1,89194
1,89182
1,89178
1,89176
1,89164
1,89162
1,89159
1,89157
1,89156
1,89149
2,89143
1,89135
2,89133
1,89128
1,89124
1,89121
1,89110
1,89101
1,89100
1,89097
1,89096
1,89090
1,89089
1,89086
1,89084
1,89077
1,89076
1,89066
1,89059
1,89055
1,89051
1,89046
1,89041
1,89040
1,89036
1,89035
1,89019
1,89018
1,89017
1,89011
1,89009
1,89007
1,89006
1,89005
2,88994
1,88993
1,88990
1,88989
1,88987
1,88986
1,88983
1,88981
1,88980
1,88972
1,88970
1,88966
1,88964
1,88954
1,88950
1,88948
1,88947
3,88945
1,88931
1,88930
1,88922
1,88919
1,88906
1,88904
1,88897
2,88891
2,88889
1,88883
1,88879
1,88875
1,88872
1,88871
1,88868
3,88858
1,88840
1,88835
1,88834
1,88833
1,88832
2,88826
2,88825
1,88820
1,88814
1,88809
2,88808
1,88806
1,88804
1,88798
1,88791
1,88789
1,88781
1,88780
1,88779
1,88778
1,88777
1,88775
5,88769
1,88767
2,88765
1,88762
1,88756
1,88754
1,88741
1,88740
1,88735
1,88732
1,88726
1,88722
1,88707
1,88704
1,88702
1,88692
1,88681
1,88680
1,88676
1,88673
1,88669
1,88665
1,88662
1,88652
1,88646
1,88643
1,88631
1,88627
1,88624
1,88614
1,88610
1,88608
1,88607
1,88606
1,88585
1,88582
1,88578
2,88569
1,88565
1,88564
1,88561
1,88558
1,88556
1,88554
2,88550
1,88541
1,88540
1,88539
1,88534
1,88518
1,88517
1,88516
1,88511
1,88506
1,88503
1,88497
1,88495
1,88490
1,88487
1,88486
1,88481
1,88477
1,88467
1,88466
1,88462
1,88459
1,88457
2,88455
2,88441
1,88439
2,88432
1,88430
1,88427
1,88423
1,88409
1,88406
1,88380
1,88379
1,88378
1,88375
1,88365
1,88361
1,88355
2,88350
2,88347
1,88343
3,88339
1,88331
1,88329
1,88328
1,88327
1,88324
1,88320
1,88314
1,88311
2,88307
1,88305
1,88301
1,88295
2,88287
1,88281
1,88274
1,88267
2,88266
1,88260
1,88259
2,88246
1,88244
1,88242
1,88239
1,88233
1,88224
2,88217
1,88212
1,88209
1,88208
1,88205
1,88201
1,88198
1,88195
1,88194
1,88188
1,88182
1,88179
1,88177
1,88174
1,88172
1,88156
1,88155
1,88154
1,88152
1,88151
1,88149
1,88144
1,88143
1,88142
1,88140
1,88137
1,88136
1,88131
1,88127
1,88125
1,88124
1,88121
1,88113
1,88108
1,88101
1,88094
1,88093
1,88080
2,88079
1,88076
1,88071
1,88062
1,88061
1,88058
1,88057
1,88053
1,88050
2,88048
1,88045
2,88043
1,88041
1,88040
1,88037
1,88036
1,88035
2,88026
1,88025
1,88021
1,88018
1,88005
1,88001
1,87999
2,87997
1,87992
1,87991
1,87978
1,87975
1,87973
3,87972
1,87967
2,87966
2,87965
1,87959
1,87948
1,87945
1,87944
1,87936
1,87926
2,87922
1,87921
1,87914
1,87911
1,87910
1,87899
1,87898
1,87895
1,87889
1,87881
1,87880
1,87877
1,87870
1,87857
1,87849
1,87844
1,87832
1,87827
1,87824
1,87822
1,87821
1,87818
1,87817
2,87808
3,87804
1,87803
1,87802
1,87798
1,87795
1,87794
1,87791
2,87787
2,87784
1,87778
1,87774
1,87769
1,87765
2,87760
1,87759
1,87754
1,87753
2,87750
1,87745
1,87742
1,87738
1,87737
1,87735
1,87733
1,87731
1,87727
1,87726
1,87724
1,87723
2,87719
1,87710
2,87702
1,87698
2,87690
1,87679
1,87671
1,87666
1,87658
2,87651
1,87647
2,87644
1,87638
1,87635
1,87633
1,87628
1,87625
1,87622
1,87618
1,87613
1,87612
1,87603
1,87598
1,87597
1,87594
1,87592
1,87586
1,87585
1,87581
1,87577
1,87574
1,87570
2,87563
1,87558
1,87556
2,87550
1,87549
1,87548
1,87547
1,87541
1,87527
1,87522
2,87519
1,87515
2,87513
1,87504
2,87491
1,87483
2,87475
1,87472
1,87467
1,87465
1,87462
1,87461
1,87460
1,87459
1,87455
1,87452
1,87451
1,87450
1,87448
1,87435
1,87415
1,87413
1,87411
1,87407
1,87400
2,87395
2,87393
1,87392
1,87391
1,87390
1,87389
2,87386
2,87368
1,87366
1,87363
1,87360
1,87358
3,87356
1,87350
1,87348
1,87345
1,87343
2,87342
1,87338
1,87337
1,87335
1,87334
1,87329
1,87322
1,87321
1,87319
1,87309
1,87304
1,87300
1,87298
1,87295
1,87292
1,87290
2,87288
1,87282
1,87279
1,87270
1,87268
1,87265
1,87256
1,87252
1,87250
1,87238
1,87230
1,87229
1,87224
1,87223
1,87215
1,87212
2,87210
2,87205
1,87203
1,87200
1,87199
1,87195
1,87194
1,87191
2,87189
1,87184
2,87182
2,87178
1,87175
1,87173
1,87170
2,87168
1,87166
1,87164
2,87163
1,87151
1,87150
1,87146
1,87145
1,87143
1,87141
1,87135
1,87133
1,87127
1,87124
1,87119
1,87116
1,87115
1,87114
1,87112
1,87111
1,87100
1,87097
1,87093
1,87088
1,87087
1,87071
1,87068
1,87062
1,87060
1,87057
1,87056
1,87055
1,87049
1,87045
1,87042
2,87038
1,87036
2,87032
1,87028
1,87019
1,87007
1,87006
1,87002
1,87000
1,86999
1,86983
1,86981
1,86979
1,86978
1,86975
1,86974
1,86967
1,86965
1,86963
1,86962
1,86960
1,86955
1,86948
1,86937
1,86936
1,86921
1,86916
1,86909
2,86908
1,86905
1,86898
1,86896
1,86895
1,86889
1,86884
1,86880
1,86879
1,86878
1,86876
1,86874
1,86867
1,86860
1,86859
1,86854
1,86849
1,86848
1,86844
1,86835
2,86833
1,86832
1,86827
1,86824
1,86823
1,86822
2,86819
1,86814
2,86813
1,86810
1,86806
2,86804
2,86800
2,86798
1,86796
1,86795
1,86786
1,86782
2,86781
2,86775
1,86771
1,86765
1,86758
2,86757
1,86754
1,86753
1,86752
2,86750
1,86746
1,86745
2,86736
1,86735
1,86732
2,86725
1,86724
1,86721
1,86718
1,86697
2,86694
1,86687
1,86685
1,86684
1,86679
1,86678
2,86671
1,86669
1,86659
1,86657
1,86652
1,86646
2,86638
1,86627
1,86626
1,86623
1,86612
2,86610
1,86605
1,86601
1,86599
1,86598
1,86584
1,86579
1,86570
2,86569
1,86567
1,86552
1,86547
1,86533
1,86531
3,86528
1,86526
1,86523
1,86522
1,86519
1,86518
1,86504
1,86493
1,86492
2,86491
1,86488
1,86485
1,86482
1,86480
1,86476
1,86475
1,86474
1,86466
1,86460
1,86454
1,86453
1,86448
2,86438
1,86436
2,86432
1,86431
2,86430
1,86425
1,86423
1,86422
1,86419
1,86416
1,86413
1,86412
1,86397
1,86382
1,86380
2,86379
1,86378
2,86371
1,86361
1,86358
1,86354
1,86343
1,86342
2,86337
1,86334
1,86331
1,86328
1,86325
2,86323
1,86315
1,86314
2,86308
1,86304
1,86302
1,86300
1,86296
1,86294
1,86287
1,86283
1,86282
2,86278
1,86274
1,86272
1,86271
1,86269
1,86267
1,86266
1,86265
2,86261
1,86253
1,86240
1,86239
1,86233
1,86231
2,86230
1,86226
1,86225
1,86223
1,86220
1,86218
1,86217
1,86215
1,86211
1,86210
1,86206
1,86201
1,86198
1,86197
1,86196
1,86191
1,86190
1,86178
1,86162
1,86157
1,86154
1,86151
1,86139
1,86138
1,86135
1,86132
1,86130
1,86127
1,86126
1,86125
1,86122
1,86110
1,86103
1,86099
1,86096
2,86092
1,86090
1,86070
1,86067
2,86065
1,86064
1,86063
1,86060
1,86058
1,86043
1,86038
1,86032
1,86028
2,86017
1,86012
1,86009
2,86006
1,86004
1,86001
1,85993
1,85985
1,85984
1,85983
1,85970
1,85968
1,85966
1,85961
2,85958
3,85955
1,85953
1,85948
1,85947
1,85944
1,85943
2,85942
1,85939
1,85934
1,85932
1,85927
1,85924
1,85919
1,85918
1,85909
1,85908
2,85904
1,85902
1,85895
1,85881
1,85880
2,85878
1,85877
1,85876
1,85866
1,85862
2,85859
3,85851
1,85848
1,85846
1,85845
1,85844
1,85837
2,85833
1,85832
1,85827
1,85821
1,85819
2,85817
1,85816
1,85815
1,85812
1,85810
1,85809
1,85808
1,85806
1,85805
2,85804
1,85801
1,85795
1,85792
1,85791
1,85789
1,85785
1,85779
1,85775
1,85769
1,85766
1,85753
1,85741
2,85740
1,85738
1,85733
1,85727
1,85723
2,85718
2,85715
1,85713
1,85704
1,85701
1,85700
2,85699
1,85698
1,85695
1,85688
1,85683
2,85682
1,85681
1,85675
2,85672
1,85669
1,85663
1,85662
1,85657
1,85651
1,85637
1,85634
2,85632
1,85629
1,85628
1,85624
1,85619
1,85615
2,85612
2,85611
1,85610
2,85609
2,85607
2,85606
2,85605
1,85604
1,85602
2,85601
1,85599
1,85597
1,85593
1,85588
1,85585
1,85582
1,85579
1,85578
1,85576
1,85573
1,85572
1,85569
1,85567
1,85565
1,85564
1,85561
1,85555
1,85550
1,85546
1,85543
1,85540
2,85538
1,85537
1,85534
1,85526
2,85524
1,85522
2,85514
2,85510
1,85503
1,85501
1,85500
1,85486
1,85485
1,85483
1,85481
1,85479
1,85478
1,85471
1,85470
1,85466
1,85465
1,85462
1,85455
1,85447
1,85446
1,85445
1,85442
1,85441
1,85432
2,85429
1,85427
1,85426
1,85424
1,85423
1,85420
1,85419
2,85416
1,85410
1,85407
1,85406
1,85398
2,85397
1,85392
3,85391
1,85390
1,85388
2,85382
1,85377
1,85374
1,85372
1,85370
1,85369
1,85354
1,85353
1,85349
1,85348
1,85345
1,85339
3,85337
1,85336
3,85334
1,85322
1,85320
1,85319
1,85316
2,85315
1,85311
1,85309
2,85305
1,85303
1,85302
1,85297
1,85295
2,85292
1,85285
1,85284
1,85283
1,85275
1,85273
1,85266
1,85264
1,85263
2,85262
1,85259
1,85258
1,85253
1,85244
1,85243
2,85241
1,85236
1,85234
1,85231
1,85228
2,85225
1,85221
1,85220
1,85218
1,85212
3,85211
2,85208
1,85199
1,85190
1,85189
2,85184
2,85179
2,85178
2,85174
1,85168
1,85163
1,85160
1,85158
1,85150
1,85146
1,85144
1,85143
1,85136
1,85134
1,85131
1,85129
1,85126
1,85114
1,85111
1,85108
2,85107
1,85104
1,85101
1,85099
1,85087
2,85084
1,85079
1,85078
1,85077
1,85072
1,85069
1,85067
1,85066
1,85063
1,85062
1,85061
1,85060
1,85058
1,85053
1,85051
2,85050
1,85049
1,85045
1,85041
1,85039
1,85028
1,85019
1,85018
1,85009
1,85005
1,85004
1,85003
1,85000
2,84999
1,84995
1,84985
1,84984
1,84982
1,84978
1,84975
1,84974
1,84967
1,84965
1,84958
3,84957
1,84954
1,84945
1,84940
1,84937
1,84936
1,84933
1,84931
3,84926
2,84923
2,84922
1,84912
1,84911
1,84909
1,84899
1,84893
1,84891
2,84890
1,84888
2,84882
1,84880
1,84869
1,84867
1,84864
2,84863
1,84860
1,84859
1,84853
1,84849
1,84848
1,84847
1,84843
1,84841
1,84840
1,84839
2,84838
1,84836
1,84832
1,84830
1,84826
1,84825
2,84820
1,84819
1,84814
1,84812
1,84808
1,84800
1,84798
1,84796
1,84789
1,84785
1,84783
1,84782
1,84781
2,84780
1,84762
2,84757
1,84752
1,84749
1,84744
1,84743
2,84741
2,84737
1,84734
1,84731
1,84726
1,84725
1,84723
2,84722
1,84718
1,84716
2,84714
2,84709
1,84706
1,84701
2,84694
1,84692
1,84673
1,84672
1,84670
1,84669
1,84664
1,84662
1,84660
1,84655
1,84652
1,84644
1,84636
1,84634
1,84632
1,84630
2,84628
1,84626
2,84623
1,84616
1,84608
1,84603
1,84601
1,84598
1,84596
1,84591
1,84590
1,84588
1,84585
1,84584
1,84579
1,84575
1,84568
2,84566
2,84565
1,84561
1,84556
2,84552
2,84544
1,84542
1,84540
1,84537
1,84534
1,84530
1,84528
2,84527
1,84526
2,84524
2,84520
1,84519
1,84518
1,84501
2,84500
2,84492
1,84490
3,84481
1,84472
1,84462
1,84461
1,84460
1,84457
1,84448
1,84446
1,84445
1,84443
1,84442
1,84433
1,84432
1,84427
1,84426
1,84424
1,84423
1,84420
1,84417
1,84416
1,84415
1,84411
1,84410
1,84409
1,84404
1,84401
1,84400
1,84394
1,84393
3,84391
1,84384
2,84380
1,84375
1,84368
1,84367
1,84366
1,84360
2,84359
1,84358
2,84356
1,84354
2,84353
1,84351
1,84345
1,84337
1,84334
1,84333
2,84332
1,84331
1,84329
1,84326
1,84323
1,84320
1,84319
2,84318
1,84316
1,84313
1,84311
1,84309
1,84308
1,84307
2,84306
1,84304
1,84302
1,84301
1,84296
1,84293
1,84281
1,84277
1,84272
1,84269
1,84268
1,84267
2,84265
1,84257
2,84246
1,84245
1,84238
2,84234
1,84233
1,84230
1,84228
2,84221
2,84218
2,84216
1,84211
1,84210
1,84208
1,84206
1,84205
1,84201
1,84197
1,84196
1,84193
1,84185
1,84183
1,84179
1,84175
1,84173
1,84167
1,84163
2,84162
1,84160
1,84154
1,84153
1,84150
1,84149
1,84136
1,84133
1,84129
2,84126
1,84125
1,84123
1,84122
1,84119
2,84117
1,84112
1,84111
1,84108
1,84107
1,84105
1,84103
1,84099
1,84092
1,84090
1,84083
2,84082
1,84081
2,84078
1,84075
1,84074
1,84063
2,84059
1,84057
2,84049
1,84048
1,84041
1,84039
1,84037
2,84036
1,84035
1,84031
1,84027
1,84023
1,84021
1,84020
1,84017
1,84016
1,84013
1,84008
1,84007
1,84006
1,84002
1,84001
2,83998
1,83997
1,83996
1,83993
1,83992
1,83989
1,83983
1,83982
2,83981
1,83977
1,83976
1,83974
1,83971
2,83964
2,83962
2,83961
1,83954
1,83950
1,83949
1,83948
3,83947
1,83946
2,83943
2,83940
1,83938
1,83936
1,83935
1,83930
1,83929
2,83927
1,83923
1,83917
1,83908
1,83906
1,83904
1,83903
1,83900
1,83898
1,83897
1,83893
1,83890
1,83888
3,83883
2,83882
2,83880
1,83877
2,83874
1,83869
1,83866
1,83863
1,83847
1,83846
1,83845
1,83844
1,83843
2,83839
1,83838
1,83837
1,83836
1,83835
1,83828
1,83827
1,83826
1,83824
1,83823
2,83820
1,83819
1,83816
1,83811
1,83806
2,83805
2,83802
1,83797
1,83792
1,83789
1,83780
1,83777
2,83775
1,83767
1,83761
1,83759
1,83757
2,83750
2,83747
2,83740
2,83734
1,83732
1,83727
1,83723
1,83718
1,83717
1,83714
1,83712
1,83708
4,83701
1,83699
1,83697
1,83695
1,83693
2,83692
2,83691
1,83690
1,83689
1,83683
1,83681
2,83678
